,focal_pid,comparative_pid,focal_score,comparative_score,relation
63375,11923610,15319716,10,10,≈
63376,17506908,15723650,7,8,≈
63377,24277676,21454797,9,10,≈
63378,17406674,31739436,9,7,>
63379,11248103,20442623,10,1,>
63380,20436484,31412088,10,10,≈
63381,21329524,31824576,10,9,≈
63382,29740862,30881332,10,7,>
63383,28736502,22308015,2,8,<
63384,18336248,15929041,5,9,<
63385,16787833,16787843,3,3,≈
63386,11121475,16506071,9,1,>
63387,17980019,17395691,4,9,<
63388,22588270,31360246,8,1,>
63389,21425140,23255886,9,2,>
63390,17479889,18074419,8,1,>
63391,25436729,27821717,2,3,≈
63392,20049498,17532242,1,2,≈
63393,30737418,18703287,10,3,>
63394,17690244,15312082,10,3,>
63395,26562304,28626390,6,6,≈
63396,29983514,9416711,2,10,<
63397,10950872,22465611,9,1,>
63398,14633974,31329584,10,9,≈
63399,31569014,22034588,4,10,<
63400,17286348,11841900,4,7,<
63401,23178973,18519672,4,9,<
63402,20079576,36861060,10,1,>
63403,21521247,29237757,10,10,≈
63404,15883817,33371482,3,10,<
63405,17511529,15844670,2,5,<
63406,32403083,36140809,10,3,>
63407,10792505,9230441,7,10,<
63408,15902401,22996796,9,3,>
63409,23740942,22325359,7,10,<
63410,27790136,31294853,5,10,<
63411,16868086,21699949,10,8,>
63412,18436149,32790148,10,10,≈
63413,12730181,31288391,2,9,<
63414,11212005,15792713,6,5,≈
63415,17235506,20403187,5,3,>
63416,33204888,37521450,10,2,>
63417,16299278,11159987,5,6,≈
63418,18841157,17645781,9,9,≈
63419,19911054,22740396,9,8,≈
63420,21695378,25046638,7,6,≈
63421,27890240,12789281,4,9,<
63422,12053279,7638210,4,10,<
63423,20977726,30608438,3,4,≈
63424,34430419,30521067,5,10,<
63425,17302963,23266743,9,5,>
63426,24450540,35232471,10,10,≈
63427,23071436,26617576,9,8,≈
63428,11553709,30840356,6,7,≈
63429,27106516,18463638,7,10,<
63430,25885480,18438947,1,10,<
63431,32917840,34372955,10,7,>
63432,11841170,29540564,1,10,<
63433,24746946,20064657,5,6,≈
63434,16816190,8321120,2,3,≈
63435,20573114,22919284,8,1,>
63436,19543380,20534857,10,6,>
63437,30665457,31569627,9,8,≈
63438,15767686,15146183,8,10,<
63439,32503452,30483824,4,5,≈
63440,16807039,16163359,8,10,<
63441,20540750,36777005,9,1,>
63442,15650801,24067071,3,1,>
63443,25127029,29038353,8,1,>
63444,22412888,31806623,8,9,≈
63445,17041142,9201228,10,4,>
63446,17657540,24963797,2,9,<
63447,20368967,12370433,9,10,≈
63448,15328914,11291057,1,10,<
63449,12587917,32572070,3,9,<
63450,16567640,19427893,9,3,>
63451,16060697,27500248,9,1,>
63452,33363320,26180063,1,10,<
63453,32395625,26300860,2,10,<
63454,11172045,21216910,10,5,>
63455,15609059,8823774,7,3,>
63456,31981216,36258759,10,6,>
63457,26699550,16002221,2,9,<
63458,29563470,26307268,1,6,<
63459,17196192,37508514,10,10,≈
63460,15020324,18482438,10,6,>
63461,19211766,17230189,7,10,<
63462,14687278,10073199,9,2,>
63463,16717279,9393684,10,3,>
63464,32699580,17917772,1,4,<
63465,27626432,23574983,6,7,≈
63466,12171971,24898099,9,1,>
63467,17389686,32080624,5,10,<
63468,28760200,32576667,10,6,>
63469,17565767,20113516,6,7,≈
63470,11563560,9217263,3,10,<
63471,15163746,9151854,9,9,≈
63472,20122805,24793322,7,4,>
63473,10620285,12218037,5,2,>
63474,18761624,19042977,3,10,<
63475,21346208,28400266,2,8,<
63476,25993340,31776286,10,10,≈
63477,31676919,30285743,8,10,<
63478,19465406,31402496,5,10,<
63479,21037108,24023063,10,10,≈
63480,21833338,19043549,7,9,<
63481,11238936,11157774,6,10,<
63482,17267711,24284747,10,6,>
63483,20132554,10802708,7,10,<
63484,20018266,22275868,8,9,≈
63485,11964072,1865908,6,10,<
63486,15564504,18792773,9,1,>
63487,19359276,17982456,8,10,<
63488,11903758,32821802,9,1,>
63489,22268899,15535741,5,10,<
63490,30160594,11015450,2,10,<
63491,28587412,11016624,1,8,<
63492,17660978,9515965,3,10,<
63493,17564488,25535041,9,1,>
63494,10633131,31223507,8,1,>
63495,26792433,22581913,4,4,≈
63496,19819346,37735530,8,10,<
63497,27777271,24554572,7,8,≈
63498,11998881,10599652,1,9,<
63499,22856872,32142522,7,8,≈
63500,25811482,28730968,8,9,≈
63501,10735847,9923682,7,10,<
63502,18227126,26802581,3,10,<
63503,21808006,26641716,10,10,≈
63504,19650830,32941527,7,9,<
63505,22951258,24689887,9,3,>
63506,17699580,19555986,7,3,>
63507,17139550,26674414,1,9,<
63508,19763139,25979489,10,9,≈
63509,35601553,32803066,9,10,≈
63510,29960607,32293547,10,9,≈
63511,16291647,11014811,10,9,≈
63512,15248095,11809724,4,9,<
63513,11880449,10074552,8,8,≈
63514,19262750,32528307,9,8,≈
63515,14726457,15812047,10,8,>
63516,25866740,15640920,2,10,<
63517,12075148,7984417,1,10,<
63518,16933989,24312090,10,8,>
63519,11119543,34860156,9,10,≈
63520,16318705,34287128,10,10,≈
63521,20526651,17417839,2,9,<
63522,29155863,32993778,10,9,≈
63523,22811541,26311895,9,9,≈
63524,11294892,23717341,9,2,>
63525,12414677,9653030,4,9,<
63526,27994972,33616640,10,10,≈
63527,18602481,22610458,10,9,≈
63528,17096873,32898147,7,8,≈
63529,12898094,23962288,1,2,≈
63530,27403348,24097352,8,10,<
63531,19286801,33239369,6,10,<
63532,25138291,31138110,8,7,≈
63533,16391121,20662783,9,6,>
63534,17916236,24383027,9,1,>
63535,23121677,27581941,4,8,<
63536,15139289,32295179,6,7,≈
63537,22842719,37203125,10,1,>
63538,35326486,30579143,10,10,≈
63539,15339280,18652601,6,1,>
63540,24793338,33321106,7,10,<
63541,26124143,32939285,10,3,>
63542,27342577,26186038,4,3,≈
63543,15790408,10655412,5,8,<
63544,28445268,20627243,2,8,<
63545,20331961,26770382,9,1,>
63546,14766970,26016572,10,4,>
63547,23033473,33193265,9,2,>
63548,18470630,20212125,3,9,<
63549,19063742,36683806,10,6,>
63550,21637802,24039786,9,9,≈
63551,22660520,16524890,3,10,<
63552,20953696,16023147,1,3,<
63553,11680589,10202060,2,9,<
63554,31193633,31817906,10,9,≈
63555,17371843,33300031,7,10,<
63556,15452352,7822150,9,8,≈
63557,19139623,8568949,5,1,>
63558,17954405,23085908,9,3,>
63559,16606456,18947407,8,7,≈
63560,21998048,24744966,10,2,>
63561,15189887,12857229,8,9,≈
63562,20531469,21078308,10,7,>
63563,31123537,27180912,5,10,<
63564,33405059,20047755,2,9,<
63565,10722605,12399486,7,5,>
63566,31143647,37211752,9,3,>
63567,34956873,25068422,2,10,<
63568,24865944,27199667,10,8,>
63569,19051025,15480996,3,10,<
63570,34136447,30165842,8,10,<
63571,30147697,28889999,10,4,>
63572,24806074,25780452,10,4,>
63573,25888399,14511162,8,9,≈
63574,20212119,21436030,10,10,≈
63575,26084653,22262028,5,10,<
63576,29950416,30503908,10,6,>
63577,10841581,16051868,10,9,≈
63578,14657341,18765262,9,5,>
63579,23788676,23143267,9,9,≈
63580,29435569,32176652,10,6,>
63581,35479905,15187408,7,3,>
63582,17475643,15564455,6,6,≈
63583,11533169,29717007,7,8,≈
63584,25814713,18779890,1,8,<
63585,10821778,17031382,7,7,≈
63586,14985893,9310452,3,7,<
63587,18492735,27793152,8,5,>
63588,12679898,12187510,10,10,≈
63589,18328709,32252226,10,8,>
63590,17114821,15263088,7,10,<
63591,34744253,29106716,1,10,<
63592,12952067,22022566,1,9,<
63593,21469091,19880748,6,9,<
63594,32725755,32725755,8,8,≈
63595,10984520,16191162,10,4,>
63596,20045508,8815954,10,6,>
63597,18389077,17142324,10,10,≈
63598,19594889,10905420,3,5,<
63599,15714202,16495933,9,9,≈
63600,28304362,18263738,5,10,<
63601,24843001,30244835,9,10,≈
63602,20712018,16492782,6,10,<
63603,11005829,12605724,9,2,>
63604,22050731,25294246,10,10,≈
63605,18972590,26154665,6,7,≈
63606,17170137,18713638,10,1,>
63607,18710256,22428586,6,6,≈
63608,30682178,32968449,10,5,>
63609,23089822,12524368,1,10,<
63610,26690214,30327868,10,9,≈
63611,15678167,31110692,7,1,>
63612,17284674,18981268,8,7,≈
63613,16969722,26184157,8,9,≈
63614,17166910,18023836,9,5,>
63615,23673348,26060838,10,1,>
63616,15189842,25105470,5,2,>
63617,29731837,21133983,1,10,<
63618,30997036,28639702,8,9,≈
63619,16315034,24317738,5,4,≈
63620,30627121,29380031,4,5,≈
63621,23284980,33052241,9,10,≈
63622,18562676,24530304,10,10,≈
63623,34124111,30588079,9,8,≈
63624,12712356,33632512,9,1,>
63625,12974473,9037141,2,6,<
63626,21132844,32186420,10,1,>
63627,15958533,9841909,10,4,>
63628,29079854,35444465,10,1,>
63629,24478685,11164732,2,10,<
63630,28664505,12208142,5,6,≈
63631,12768037,31329638,3,9,<
63632,20642838,22185473,8,7,≈
63633,18032500,15709040,9,9,≈
63634,34806990,25016950,2,10,<
63635,15639798,12367530,5,10,<
63636,11020136,20573088,10,4,>
63637,25789471,26676323,8,4,>
63638,21535893,12740604,4,9,<
63639,29552230,32082995,5,10,<
63640,26018799,32092967,9,10,≈
63641,19003515,22272291,3,8,<
63642,29020634,31819479,10,3,>
63643,27459881,29186856,7,10,<
63644,19157856,26949092,8,1,>
63645,27170429,29162166,3,7,<
63646,15557666,10024590,4,4,≈
63647,23620515,24853101,10,5,>
63648,16676172,9757001,1,3,<
63649,21212955,18024687,1,7,<
63650,19028728,19778709,7,7,≈
63651,16809857,2296602,1,10,<
63652,20617170,22700724,9,10,≈
63653,34820130,34413139,1,10,<
63654,12084311,25774005,2,2,≈
63655,15471655,34979978,10,10,≈
63656,20180002,18590689,3,10,<
63657,12704229,15646653,10,2,>
63658,21492825,26854910,10,8,>
63659,32827216,32827216,7,7,≈
63660,19008948,24225612,9,2,>
63661,21256427,12009486,7,8,≈
63662,31815628,20212524,5,10,<
63663,10938121,2175361,3,7,<
63664,10623772,8764031,3,3,≈
63665,11353634,12239335,7,5,>
63666,18025477,21918676,10,8,>
63667,15507618,14585343,8,4,>
63668,24843770,24843770,6,6,≈
63669,12084272,10895014,1,10,<
63670,20887954,26464992,10,8,>
63671,15538632,11163249,5,10,<
63672,28243964,18199499,2,8,<
63673,18704200,16883598,2,7,<
63674,17999162,20857979,2,10,<
63675,24560797,31201163,8,2,>
63676,11247861,10329301,10,9,≈
63677,23468842,24527210,9,1,>
63678,29797208,24970783,1,10,<
63679,11156994,11156995,3,2,≈
63680,15887011,32266553,8,9,≈
63681,25687187,21502392,6,10,<
63682,15650174,10438797,7,7,≈
63683,21559507,22410558,10,10,≈
63684,25218406,12558354,8,10,<
63685,10982901,10599573,7,8,≈
63686,20644535,24315443,10,10,≈
63687,17637849,28310181,10,6,>
63688,23305169,18666824,1,10,<
63689,24524754,10224825,8,2,>
63690,10954745,1746953,10,4,>
63691,16885281,33614651,8,10,<
63692,25820467,28275350,7,9,<
63693,11158107,9342002,7,8,≈
63694,21320436,16286639,6,10,<
63695,12543670,10428924,5,6,≈
63696,24902788,29399151,9,1,>
63697,15709000,2773315,10,2,>
63698,25734336,32489375,9,1,>
63699,29326184,37197412,7,4,>
63700,24926406,10839351,3,10,<
63701,19373546,8806452,3,4,≈
63702,32838230,33183974,10,7,>
63703,21980236,20480027,8,2,>
63704,28756592,24525740,4,10,<
63705,27121329,9634518,5,10,<
63706,22606521,32239518,1,9,<
63707,24983238,12933661,6,6,≈
63708,23056724,28042216,1,2,≈
63709,14652334,16716223,9,4,>
63710,28744813,12062170,3,10,<
63711,32420133,25244070,4,9,<
63712,33603669,38161352,10,4,>
63713,26267790,23066705,3,4,≈
63714,27114552,31485340,10,6,>
63715,19255367,15466423,4,4,≈
63716,26055161,22479490,8,9,≈
63717,17668386,16609879,10,10,≈
63718,30068945,33205504,10,3,>
63719,18585401,18585401,1,1,≈
63720,12351683,23414091,10,7,>
63721,14652265,31855265,9,10,≈
63722,23840761,26039465,4,2,>
63723,15776236,3045811,1,8,<
63724,23622249,27013479,10,5,>
63725,11572037,8509216,3,7,<
63726,24485814,28365501,10,10,≈
63727,27869478,25421485,2,9,<
63728,11254598,24599233,7,8,≈
63729,15914367,11360893,1,9,<
63730,10991924,24772431,9,4,>
63731,22403476,23539353,10,5,>
63732,14983026,26508863,10,1,>
63733,17460043,21464209,10,8,>
63734,11514220,22991336,8,1,>
63735,32593295,21185835,6,10,<
63736,18504623,1658659,2,10,<
63737,19386704,18005691,8,10,<
63738,30388149,31238889,9,9,≈
63739,19774212,18411010,2,5,<
63740,20297859,33754185,8,2,>
63741,29246232,33654728,10,1,>
63742,28720878,22314021,10,1,>
63743,26288231,30089951,5,1,>
63744,28070360,15596165,1,7,<
63745,32367037,37938465,10,3,>
63746,33614626,37361996,10,10,≈
63747,11882034,10721995,2,10,<
63748,18489714,19545281,5,4,≈
63749,19030261,8937610,4,1,>
63750,27317759,22341467,1,9,<
63751,30246243,18711110,8,9,≈
63752,27057087,11281137,9,4,>
63753,35256670,31793413,10,5,>
63754,28974677,18480428,3,10,<
63755,18424537,28217117,8,8,≈
63756,24559167,37637918,10,3,>
63757,26359212,35547904,10,1,>
63758,17156441,35546158,10,10,≈
63759,12692216,22140418,6,7,≈
63760,11322489,10604470,3,10,<
63761,20036073,27279213,2,10,<
63762,26745506,30518301,7,2,>
63763,23250799,27737895,10,9,≈
63764,26906456,31168224,9,5,>
63765,29659146,33951280,10,10,≈
63766,22145746,19680141,2,7,<
63767,23843783,28042389,6,1,>
63768,27893693,28410249,1,8,<
63769,12661861,23972090,3,9,<
63770,16604345,36405475,10,1,>
63771,27764109,26858173,4,3,≈
63772,22392565,23980066,9,10,≈
63773,17389471,21455292,7,6,≈
63774,11796569,26843693,5,3,>
63775,27069471,22936274,1,5,<
63776,20009769,24990418,6,1,>
63777,11711635,8965678,4,4,≈
63778,18653473,37475865,8,10,<
63779,17041047,31819099,3,8,<
63780,33081734,35800480,10,1,>
63781,34572801,37324095,10,8,>
63782,24179488,36730303,10,2,>
63783,27453124,23956384,3,7,<
63784,29505527,25963080,3,4,≈
63785,11035746,10816507,8,9,≈
63786,25200131,26912610,2,8,<
63787,18782346,19114985,10,6,>
63788,34414375,24223228,5,10,<
63789,17517841,36809023,10,1,>
63790,28527533,30595301,10,3,>
63791,37342165,28308196,8,9,≈
63792,10805783,20657796,10,8,>
63793,19734937,22009534,9,9,≈
63794,27324439,28053247,10,3,>
63795,11742482,36808251,10,7,>
63796,17310266,28455788,8,8,≈
63797,20823244,28167950,10,9,≈
63798,12117986,36585631,10,5,>
63799,34703543,30310912,8,4,>
63800,17532020,16103185,5,8,<
63801,21600624,18815308,4,7,<
63802,12731664,12384400,2,10,<
63803,17545324,26341923,8,1,>
63804,15985552,27791130,9,9,≈
63805,20588552,24145763,7,7,≈
63806,31799436,31965986,9,3,>
63807,16193281,15612741,4,9,<
63808,28119475,30181457,9,8,≈
63809,24349216,23505427,6,6,≈
63810,23331412,33909410,8,10,<
63811,15308706,23951263,9,9,≈
63812,27713866,19635823,9,6,>
63813,11467450,8620493,7,10,<
63814,12390310,21175593,5,4,≈
63815,27859580,24443550,2,10,<
63816,12242224,20961379,8,9,≈
63817,19296152,18454008,1,5,<
63818,24942571,19779565,9,10,≈
63819,11511741,18726880,8,5,>
63820,28186091,29636654,10,4,>
63821,38235005,34963494,3,10,<
63822,24558471,30900109,9,7,>
63823,19437139,12208746,2,9,<
63824,30755584,32121297,10,8,>
63825,20490649,25113295,5,10,<
63826,23128390,28791417,10,1,>
63827,17182867,18342361,10,10,≈
63828,18334963,26690118,3,9,<
63829,29177870,34012663,10,6,>
63830,22053856,23019220,4,9,<
63831,20980560,36082138,10,1,>
63832,11799156,12368362,9,9,≈
63833,31766565,32307524,9,8,≈
63834,25709586,30907076,7,2,>
63835,16782814,24900242,10,6,>
63836,12446837,15659660,10,7,>
63837,26576525,15326112,1,9,<
63838,21496944,18243112,7,10,<
63839,22419507,24146133,9,6,>
63840,16215836,10925039,1,4,<
63841,20605617,33290417,7,9,<
63842,15465913,16446421,10,10,≈
63843,32825251,31142305,10,10,≈
63844,28334758,20457754,10,10,≈
63845,21620750,23018781,10,5,>
63846,33472582,20401843,9,2,>
63847,25747871,28823529,10,3,>
63848,21448328,7634506,4,5,≈
63849,16452410,11762170,1,4,<
63850,23386057,27274895,5,1,>
63851,11729212,24742042,5,6,≈
63852,15831825,10816495,10,3,>
63853,12144992,33910087,10,1,>
63854,27350411,25516420,9,10,≈
63855,25052686,23188504,6,10,<
63856,23433306,26857915,9,8,≈
63857,33737293,18581182,1,10,<
63858,29954768,20375728,2,9,<
63859,10788404,10341184,3,9,<
63860,15372137,14643939,6,7,≈
63861,18500942,20727852,3,1,>
63862,12087464,10951342,8,8,≈
63863,11156981,21811407,9,10,≈
63864,18500485,15306216,9,9,≈
63865,23111871,30533661,10,1,>
63866,23930206,21497370,6,7,≈
63867,20396665,24592358,9,2,>
63868,19321377,16151088,7,6,≈
63869,32821665,17600518,2,9,<
63870,21850159,31700225,5,5,≈
63871,34582445,31638946,10,10,≈
63872,12450857,11586360,7,10,<
63873,25533485,26637288,10,10,≈
63874,16216827,24574708,10,9,≈
63875,18334645,11201751,10,10,≈
63876,33816346,20102605,9,8,≈
63877,11236403,1713798,10,3,>
63878,12847553,7935762,6,10,<
63879,12631700,3226132,10,7,>
63880,19403664,23028701,8,8,≈
63881,27803725,22697882,1,5,<
63882,19370371,33960201,10,10,≈
63883,22185569,1623781,1,8,<
63884,30319591,16076899,7,6,≈
63885,24129237,25673823,10,10,≈
63886,33592026,24098572,10,10,≈
63887,24191891,25275430,10,5,>
63888,10618432,1319556,9,10,≈
63889,23953248,26779280,6,5,≈
63890,14870926,12611906,1,6,<
63891,18083804,24043782,2,9,<
63892,16932928,26886793,1,10,<
63893,11708766,12919182,10,5,>
63894,23649759,25813825,4,4,≈
63895,22674099,8811940,1,3,<
63896,10757751,8389306,5,9,<
63897,14977951,10377099,6,5,≈
63898,16443665,14507730,7,7,≈
63899,16344468,21049971,10,4,>
63900,18367572,31720224,9,2,>
63901,26819053,8410140,10,3,>
63902,29967448,17367828,10,8,>
63903,15285128,15376811,3,6,<
63904,10673302,9833805,9,8,≈
63905,11171822,15509673,10,5,>
63906,28747201,35052778,7,10,<
63907,12479589,25475706,2,9,<
63908,29615624,30501088,10,8,>
63909,29654420,23003920,4,8,<
63910,23326272,22752089,1,7,<
63911,26562304,37446110,9,10,≈
63912,19810673,20860397,9,10,≈
63913,23512175,18065500,2,8,<
63914,20551169,23012415,10,9,≈
63915,27975203,17337485,2,5,<
63916,11731499,37283960,10,3,>
63917,16954404,30367867,4,9,<
63918,15965619,11189800,2,9,<
63919,30190881,35242144,1,10,<
63920,29483086,34716684,10,6,>
63921,29308278,22856614,1,10,<
63922,19947806,31383667,7,9,<
63923,12938141,10100088,2,7,<
63924,21170051,23107115,10,6,>
63925,11103164,8211690,1,3,<
63926,12839756,21821750,6,5,≈
63927,33841839,25974702,7,10,<
63928,24364896,21849975,7,10,<
63929,14598169,26587213,8,2,>
63930,15937122,21904868,9,1,>
63931,23580545,24957605,10,10,≈
63932,12856941,11161038,8,9,≈
63933,36248459,11381831,8,10,<
63934,24974889,18393439,9,3,>
63935,28638572,22679012,1,10,<
63936,12194897,9467078,8,8,≈
63937,19826926,16916931,1,10,<
63938,16151127,18505274,6,2,>
63939,20600679,35280838,7,1,>
63940,10788363,31879672,9,1,>
63941,16030151,11454696,8,9,≈
63942,12930753,24386321,8,7,≈
63943,27965847,7726811,1,10,<
63944,30296818,35619638,10,10,≈
63945,23163834,30557317,8,7,≈
63946,27896132,19775921,3,10,<
63947,22420593,29847157,9,3,>
63948,23392559,35454932,8,10,<
63949,18353188,11493668,1,4,<
63950,33994723,23426861,1,5,<
63951,31461141,19247035,10,10,≈
63952,11018014,11017107,10,10,≈
63953,18723643,15184139,9,9,≈
63954,24939887,26779145,9,6,>
63955,11756666,18715282,10,6,>
63956,12874384,29500583,8,1,>
63957,23006819,26640565,9,2,>
63958,26659389,20732912,7,10,<
63959,12682838,31354512,7,7,≈
63960,15879472,15562315,5,9,<
63961,22760009,28795238,9,1,>
63962,21694910,19901095,5,8,<
63963,16105949,28954854,9,2,>
63964,23549358,26600269,9,3,>
63965,19855433,20444198,9,5,>
63966,11156975,2806887,8,8,≈
63967,16934052,15096449,4,10,<
63968,23568249,25888902,3,8,<
63969,26629359,37170239,8,10,<
63970,20084519,31419083,8,2,>
63971,24548643,19875607,2,10,<
63972,20049734,33670735,10,10,≈
63973,15126479,9600984,4,10,<
63974,20698964,16275138,3,9,<
63975,26221071,28387246,9,8,≈
63976,21761201,25853141,6,6,≈
63977,22353861,22021439,5,10,<
63978,19652949,18840115,10,2,>
63979,28396636,26618081,7,6,≈
63980,21859941,26926631,8,7,≈
63981,27550984,32532359,8,2,>
63982,14601647,12100033,10,4,>
63983,11416213,16553959,10,7,>
63984,17164335,22291677,9,4,>
63985,23222540,25100062,10,10,≈
63986,15636437,15759229,6,7,≈
63987,28490573,37342380,10,4,>
63988,22554099,26880821,10,1,>
63989,10636100,1763299,10,1,>
63990,19759130,33298966,7,10,<
63991,12721370,15897154,10,7,>
63992,30400633,27771736,8,7,≈
63993,11842193,15245582,9,2,>
63994,31839823,35524871,10,1,>
63995,16790793,12538159,2,6,<
63996,25404338,23786772,9,9,≈
63997,23292183,21347686,7,8,≈
63998,30127588,3608312,1,9,<
63999,28116100,26956246,7,10,<
64000,21423742,36860768,10,2,>
64001,18096192,15264497,6,9,<
64002,21529386,19120459,8,7,≈
64003,18394613,20934690,8,8,≈
64004,26062626,27242656,10,5,>
64005,26579192,24473328,3,10,<
64006,17242198,16079837,8,10,<
64007,15827188,21111438,5,2,>
64008,21526190,30060470,8,6,>
64009,25023145,31305452,10,2,>
64010,18648846,27148530,3,9,<
64011,17235697,12967229,1,2,≈
64012,29903704,28461285,8,9,≈
64013,20415588,25075157,10,2,>
64014,36711387,31481107,7,10,<
64015,37273411,30474621,9,10,≈
64016,27737663,35866121,10,1,>
